prob value
0.0013698630136986301 124400.0
0.00410958904109589 83200.0
0.00684931506849315 77500.0
0.009589041095890411 75700.0
0.012328767123287671 71900.0
0.015068493150684932 67900.0
0.01780821917808219 66000.0
0.02054794520547945 65000.0
0.023287671232876714 64200.0
0.026027397260273973 62000.0
0.028767123287671233 58000.0
0.031506849315068496 57500.0
0.03424657534246575 52000.0
0.036986301369863014 51500.0
0.03972602739726028 50500.0
0.04246575342465753 49000.0
0.045205479452054796 48900.0
0.04794520547945205 47600.0
0.050684931506849315 47500.0
0.05342465753424658 47300.0
0.056164383561643834 46100.0
0.0589041095890411 45400.0
0.06164383561643835 45000.0
0.06438356164383562 44200.0
0.06712328767123288 41000.0
0.06986301369863014 40500.0
0.07260273972602739 39700.0
0.07534246575342465 37400.0
0.07808219178082192 36600.0
0.08082191780821918 36200.0
0.08356164383561644 36200.0
0.0863013698630137 35400.0
0.08904109589041095 35300.0
0.09178082191780822 35000.0
0.09452054794520548 33200.0
0.09726027397260274 33200.0
0.1 32900.0
0.10273972602739725 32700.0
0.10547945205479452 31900.0
0.10821917808219178 31700.0
0.11095890410958904 31700.0
0.1136986301369863 31300.0
0.11643835616438356 31100.0
0.11917808219178082 29200.0
0.12191780821917808 29100.0
0.12465753424657534 28700.0
0.1273972602739726 28700.0
0.13013698630136986 28600.0
0.13287671232876713 28200.0
0.13561643835616438 27900.0
0.13835616438356163 27200.0
0.1410958904109589 26800.0
0.14383561643835616 26500.0
0.14657534246575343 26200.0
0.14931506849315068 26100.0
0.15205479452054796 25300.0
0.1547945205479452 25300.0
0.15753424657534246 24800.0
0.16027397260273973 24200.0
0.16301369863013698 23800.0
0.16575342465753426 23500.0
0.1684931506849315 23400.0
0.17123287671232876 23200.0
0.17397260273972603 23200.0
0.17671232876712328 22900.0
0.17945205479452056 22700.0
0.1821917808219178 22400.0
0.18493150684931506 22400.0
0.18767123287671234 22100.0
0.19041095890410958 22100.0
0.19315068493150686 22100.0
0.1958904109589041 21500.0
0.19863013698630136 21400.0
0.20136986301369864 21400.0
0.20410958904109588 20900.0
0.20684931506849316 20700.0
0.2095890410958904 20700.0
0.21232876712328766 20300.0
0.21506849315068494 20200.0
0.21780821917808219 20000.0
0.22054794520547946 19900.0
0.2232876712328767 19600.0
0.22602739726027396 19600.0
0.22876712328767124 19400.0
0.23150684931506849 19000.0
0.23424657534246576 18900.0
0.236986301369863 18900.0
0.23972602739726026 18700.0
0.24246575342465754 18600.0
0.2452054794520548 18200.0
0.24794520547945206 17600.0
0.25068493150684934 17600.0
0.2534246575342466 17500.0
0.25616438356164384 17400.0
0.2589041095890411 17400.0
0.26164383561643834 17100.0
0.26438356164383564 16600.0
0.2671232876712329 16100.0
0.26986301369863014 15900.0
0.2726027397260274 15900.0
0.27534246575342464 15700.0
0.27808219178082194 15500.0
0.2808219178082192 15500.0
0.28356164383561644 15300.0
0.2863013698630137 15100.0
0.28904109589041094 14900.0
0.29178082191780824 14800.0
0.2945205479452055 14700.0
0.29726027397260274 14600.0
0.3 14400.0
0.30273972602739724 14300.0
0.30547945205479454 14300.0
0.3082191780821918 14300.0
0.31095890410958904 14200.0
0.3136986301369863 14200.0
0.31643835616438354 14100.0
0.31917808219178084 14100.0
0.3219178082191781 13600.0
0.32465753424657534 13600.0
0.3273972602739726 13500.0
0.33013698630136984 13300.0
0.33287671232876714 13100.0
0.3356164383561644 12700.0
0.33835616438356164 12700.0
0.3410958904109589 12600.0
0.34383561643835614 12500.0
0.34657534246575344 12400.0
0.3493150684931507 12300.0
0.35205479452054794 12100.0
0.3547945205479452 12100.0
0.35753424657534244 12000.0
0.36027397260273974 11900.0
0.363013698630137 11900.0
0.36575342465753424 11700.0
0.3684931506849315 11700.0
0.37123287671232874 11700.0
0.37397260273972605 11600.0
