25Oct1979,13600
26Oct1979,12500
27Oct1979,10600
28Oct1979,11900
29Oct1979,12700
30Oct1979,10100
31Oct1979,9800
01Nov1979,11300
02Nov1979,12200
03Nov1979,23800
04Nov1979,46500
05Nov1979,45000
06Nov1979,32100
07Nov1979,25000
08Nov1979,22800
09Nov1979,18500
10Nov1979,16900
11Nov1979,16000
12Nov1979,20900
13Nov1979,28600
14Nov1979,33700
15Nov1979,28100
16Nov1979,23900
17Nov1979,23000
18Nov1979,24400
19Nov1979,22200
20Nov1979,19200
21Nov1979,17400
22Nov1979,18900
23Nov1979,19500
24Nov1979,17600
25Nov1979,16400
26Nov1979,23000
27Nov1979,36300
28Nov1979,53400
29Nov1979,56900
30Nov1979,39000
01Dec1979,30400
02Dec1979,24400
03Dec1979,22000
04Dec1979,19700
05Dec1979,17700
06Dec1979,15600
07Dec1979,12500
08Dec1979,11100
09Dec1979,11900
10Dec1979,12000
11Dec1979,11100
12Dec1979,10300
13Dec1979,9500
14Dec1979,20200
15Dec1979,23900
16Dec1979,21800
17Dec1979,19900
18Dec1979,17400
19Dec1979,15700
20Dec1979,13400
21Dec1979,11600
22Dec1979,10600
23Dec1979,10000
24Dec1979,9200
25Dec1979,8500
26Dec1979,22500
27Dec1979,48000
28Dec1979,35000
29Dec1979,28700
30Dec1979,23400
31Dec1979,20000
01Jan1980,18600
02Jan1980,17000
03Jan1980,16900
04Jan1980,14600
05Jan1980,13200
06Jan1980,12500
07Jan1980,11200
08Jan1980,10100
09Jan1980,9400
10Jan1980,9900
11Jan1980,10400
12Jan1980,11500
13Jan1980,16000
14Jan1980,21000
15Jan1980,25900
16Jan1980,31200
17Jan1980,37100
18Jan1980,33300
19Jan1980,50000
20Jan1980,64200
21Jan1980,68900
22Jan1980,41500
23Jan1980,34500
24Jan1980,40200
25Jan1980,36100
26Jan1980,34800
27Jan1980,31300
28Jan1980,25700
29Jan1980,24600
30Jan1980,19100
31Jan1980,16600
01Feb1980,15600
02Feb1980,14800
03Feb1980,12000
04Feb1980,10600
05Feb1980,9500
06Feb1980,8400
07Feb1980,9500
08Feb1980,10600
09Feb1980,15300
10Feb1980,15900
11Feb1980,12300
12Feb1980,8800
13Feb1980,7400
14Feb1980,9000
15Feb1980,9500
16Feb1980,8100
17Feb1980,13200
18Feb1980,17500
19Feb1980,19300
20Feb1980,14800
21Feb1980,22500
22Feb1980,24200
23Feb1980,36700
24Feb1980,35500
25Feb1980,28300
26Feb1980,26100
27Feb1980,25500
28Feb1980,24200
29Feb1980,23100
01Mar1980,18600
02Mar1980,16200
03Mar1980,14500
04Mar1980,10500
05Mar1980,13700
06Mar1980,29100
07Mar1980,43700
08Mar1980,48700
09Mar1980,47000
10Mar1980,55000
11Mar1980,45000
12Mar1980,35400
13Mar1980,28500
14Mar1980,27800
15Mar1980,29400
16Mar1980,28200
17Mar1980,28000
18Mar1980,39800
19Mar1980,65400
20Mar1980,45000
21Mar1980,44300
22Mar1980,58900
23Mar1980,69400
24Mar1980,62700
25Mar1980,50000
26Mar1980,59100
27Mar1980,62100
28Mar1980,47800
29Mar1980,35600
30Mar1980,41400
31Mar1980,42200
01Apr1980,39000
02Apr1980,40400
03Apr1980,34000
04Apr1980,30400
05Apr1980,33600
06Apr1980,36600
07Apr1980,27000
08Apr1980,25900
09Apr1980,37500
10Apr1980,48100
11Apr1980,50500
12Apr1980,46200
13Apr1980,40900
14Apr1980,38600
15Apr1980,42500
16Apr1980,59600
17Apr1980,68000
18Apr1980,53200
19Apr1980,41900
20Apr1980,33300
21Apr1980,27500
22Apr1980,23500
23Apr1980,23600
24Apr1980,20300
25Apr1980,18200
26Apr1980,16900
27Apr1980,16900
28Apr1980,29100
29Apr1980,42500
30Apr1980,48500
01May1980,58100
02May1980,65200
03May1980,46500
04May1980,35200
05May1980,29600
06May1980,21200
07May1980,22000
08May1980,15000
09May1980,14600
10May1980,13600
11May1980,14000
12May1980,14600
13May1980,13400
14May1980,11000
15May1980,10500
16May1980,11500
17May1980,10000
18May1980,9500
19May1980,8600
20May1980,11500
21May1980,13800
22May1980,16200
23May1980,32500
24May1980,28600
25May1980,25000
26May1980,22400
27May1980,34200
28May1980,21300
29May1980,21000
30May1980,16400
31May1980,14400
01Jun1980,12700
02Jun1980,10900
03Jun1980,9700
04Jun1980,9500
05Jun1980,9000
06Jun1980,7100
07Jun1980,8500
08Jun1980,10900
09Jun1980,13700
10Jun1980,10500
11Jun1980,9700
12Jun1980,8900
13Jun1980,9500
14Jun1980,8500
15Jun1980,9000
16Jun1980,10400
17Jun1980,6400
18Jun1980,5500
19Jun1980,5200
20Jun1980,5900
21Jun1980,6400
22Jun1980,5900
23Jun1980,6400
24Jun1980,4800
25Jun1980,3900
26Jun1980,3400
27Jun1980,7900
28Jun1980,9400
29Jun1980,8600
30Jun1980,7000
01Jul1980,4300
02Jul1980,4200
03Jul1980,4500
04Jul1980,4200
05Jul1980,4100
06Jul1980,3900
07Jul1980,3300
08Jul1980,4400
09Jul1980,4600
10Jul1980,6800
11Jul1980,27900
12Jul1980,43600
13Jul1980,27300
14Jul1980,22500
15Jul1980,17500
16Jul1980,15200
17Jul1980,12300
18Jul1980,9400
19Jul1980,7600
20Jul1980,6800
21Jul1980,6000
22Jul1980,5400
23Jul1980,4400
24Jul1980,6100
25Jul1980,7900
